,Name,SMILES,Δ{v_m},Δ{α_P},Δ{κ_T},Δ{ε_r},Δ{ΔH_{vap}},SEM(Δ{v_m}),SEM(Δ{α_P}),SEM(Δ{κ_T}),SEM(Δ{ε_r}),SEM(Δ{ΔH_{vap}}),EIE{v_m},EIE{α_P},EIE{κ_T},EIE{ε_r},EIE{ΔH_{vap}},SEM(EIE{v_m}),SEM(EIE{α_P}),SEM(EIE{κ_T}),SEM(EIE{ε_r}),SEM(EIE{ΔH_{vap}}),Classical(n_H),SEM(Classical(n_H)),m_W,Classical(ρ),SEM(Classical(ρ)),Classical(v_m),Classical(α_P),Classical(κ_T),Classical(ε_r),Classical(ΔH_{vap}),"PI,H(v_m)","PI,H(α_P)","PI,H(κ_T)","PI,H(ε_r)","PI,H(ΔH_{vap})","PI,D(v_m)","PI,D(α_P)","PI,D(κ_T)","PI,D(ε_r)","PI,D(ΔH_{vap})",SEM(Classical(v_m)),SEM(Classical(α_P)),SEM(Classical(κ_T)),SEM(Classical(ε_r)),SEM(Classical(ΔH_{vap})),"SEM(PI,H(v_m))","SEM(PI,H(α_P))","SEM(PI,H(κ_T))","SEM(PI,H(ε_r))","SEM(PI,H(ΔH_{vap}))","SEM(PI,D(v_m))","SEM(PI,D(α_P))","SEM(PI,D(κ_T))","SEM(PI,D(ε_r))","SEM(PI,D(ΔH_{vap}))"
0,"butane-1,4-diol",OCCCCO,1.6955759327603899,2.3620845691003303,8.119289134563601,1.1085002297037752,-2.6561708650091327,0.018321826236234552,12.450212391052888,3.1683977709151887,3.7921385169127393,2.726770799946623,0.6370581777224442,0.7265687413771719,2.7823779256094174,-3.158589582551378,-1.9029767873548025,0.015251827326140577,9.143055022671147,3.438639935795877,2.6229568734411113,4.268190254669268,0.11769007701402562,5.5058168322254115e-06,5.6292549725,1.0600119219921786,4.9589834848766557e-05,85.0199877208094,0.720291497600069,0.35864138798556866,16.777843717550518,75.41100474893156,86.48643082701574,0.7377169969486228,0.39033371053345,16.96591087861126,73.45978728165846,85.93894971997585,0.0007323956391711954,0.37976715309696474,17.51927280434816,74.88482817915838,0.003977203340086612,0.041154298363490105,0.00450292513337024,0.3920544341140184,0.30634036915821383,0.010846063727261344,0.05806141704691912,0.008144764655936035,0.36070719424698866,1.399729470648017,0.005308440437877671,2.4272998791645508e-05,0.00754378814369731,0.18428633673581205,1.9838740387228992
1,2-iodopropane,CC(C)I,1.468087394910998,5.25133331284359,5.248276058273694,-1.2809196653234867,-2.745961797714577,0.017691972936640894,6.827951133841503,4.071125572420395,1.0233582656004325,3.793654154894977,0.5637499784028381,-0.40299822805677343,0.5325162076499934,-1.0927132328286695,-2.892257833812205,0.012913771225989608,4.7138668368206895,3.0589888079357324,0.9519186272367638,4.497795697371256,0.07387200510597046,6.275775185688581e-06,15.450840747636363,1.7936043503728898,0.00015237514751178073,94.77734241955808,1.0366690347202678,0.8544190955710772,1.7075506572557797,36.42787581287277,96.18948817062036,1.0941251956010827,0.9017451715143013,1.6859549290214533,35.45431389760279,95.65025985136603,0.0010985523420739168,0.8969686679797668,1.7045811124009567,36.510285489829585,0.008051401452795317,0.031161945250417978,0.007986205323452303,0.010783201217061947,0.09280058134687348,0.010601440266446285,0.04801025652352803,0.02533703943748595,0.009523680287871586,0.9488021007814172,0.004577546166253044,1.332400603690905e-05,0.007711262844510854,0.009134202629732925,0.9062900742583365
2,propan-2-one,CC(C)=O,2.453569319448304,9.483264166241076,11.972945489604708,-0.9643403450668571,-2.597620721275093,0.011984407548832102,2.3213695437740243,4.310585672128556,2.383031726243943,3.8406191723180556,0.9337964778874664,1.3064089994362507,8.566585048579276,0.3588330597262592,0.7291877843569545,0.024860588242303937,4.004327341685671,4.362240457980273,2.1143726580193256,4.1597924780946824,0.08625503912565706,2.9825472036177255e-06,5.8041864812,0.8344005533808596,2.885210026463144e-05,69.60690518839411,1.261829614300905,0.8801814865785602,14.392396791268219,34.501278245111266,71.35771622064279,1.3940290739365082,0.9998988282342423,14.254930742952588,33.62775666975767,70.69754503515163,0.0013760522041051377,0.9210005341761711,14.203962230677885,33.38432226987538,0.002406816029813237,0.016991527469917795,0.0014901409911549882,0.1237892219787539,0.10402959420735623,0.005802607680605231,0.019474268265744422,0.03045913988439356,0.22368727486908793,0.9102709586230159,0.011854018294596839,3.6991832385338044e-05,0.022076797275975384,0.14284149344445735,0.7510571932823912
3,"propane-1,2,3-triol",OCC(O)CO,1.4611380771508273,0.4180398661825862,11.80556173976719,4.699414718420754,-0.4294013021756787,0.15174051498547753,42.09449425949848,6.394800768753424,9.354189073148612,8.064112988840275,0.5362957541215913,38.271447253347716,7.861833692581759,-3.632259335290142,5.321681101855182,0.09703773846130816,27.852042529753984,5.419269008491522,6.1322321305210545,5.575740705248334,0.11371325524481891,0.00014900215100552394,6.574810294000001,1.3083753920087986,0.0017144065334537071,70.38896823772988,0.5314800584890034,0.2350946655884115,4.163822181808991,80.72871099170965,71.43269859645913,0.5337111840084336,0.2665640489649975,4.369146495277422,80.38354301128425,71.05165160566469,0.00038598799290105203,0.24713472767831368,4.533826844066934,76.32193311987339,0.09214299497873758,0.17179616041226864,0.0039204477917229525,0.21873288967672022,2.176016956892057,0.04036439563450185,0.10237078072440414,0.01173039603378933,0.2441210369019759,4.317645357624713,0.039846687637577274,7.621314513554898e-05,0.005961526983760687,0.07806846604650552,0.850313093180893
4,"2,6-dimethylheptan-4-one",CC(C)CC(=O)CC(C)C,2.34280218169008,-6.015612445962687,6.5554543484650045,8.885508271658681,1.1797120570507023,0.026405857397924618,10.993429587010063,2.120846660747317,8.401035868589911,1.8182516581153423,0.8872438827415677,-12.609963282705374,3.0898684254073796,9.903192485592053,-1.5757364283461919,0.027946736924844933,15.36512213613339,2.318754594562107,7.4896568581470895,2.7634644784070566,0.11278045683718131,1.0348908694888984e-05,5.076277328428572,0.8905631406504008,8.171944757175462e-05,159.72064989078174,0.9475704606756568,0.5771508415075313,11.497083698619647,66.29031509804135,163.55235810466337,0.8938027511359649,0.6176399462198578,12.618282207948113,67.0816858338967,162.11401145496225,0.0010227742025414206,0.5991276889316848,11.48126994545889,68.15563906664192,0.014657701565310976,0.01906788302486935,0.008590138614968146,0.6132740888426818,0.40516475474758085,0.028725454873496037,0.0681592258278531,0.006992798402739669,0.6114064501863841,0.8134935260658119,0.025139889799652884,8.430574040418375e-05,0.008837638189649834,0.5095743175941121,1.177863156492657
5,"1,2-dibromoethane",BrCCBr,0.5494080632308511,14.34478162729662,3.4452780240170644,-0.7234463374097205,-0.27610975446237157,0.018000469133978625,5.062310411896209,2.6641063369323152,1.2761724874513334,2.6429123240789583,0.19594178687210612,-0.23236135541470543,1.5340490255473465,-2.098438572566045,2.445001600854028,0.01863119500382708,3.4767441172099014,2.5732694399884934,1.3786789750078412,3.3331037911754167,0.04738265382773051,2.2728991751126507e-06,23.233496791,2.2017294713112814,0.00010561479138249261,85.32463399551062,0.8243351723972451,0.6065483718733727,3.5351322090390416,41.67122742740682,85.79600416029717,0.9623875673404907,0.6281913089908185,3.5097411154864915,41.55648591618046,85.62822269069021,0.0009646289923418193,0.6187001454386568,3.5849694982525504,40.564678868465194,0.004092748204395373,0.01835228579681684,0.008053616193201586,0.03482965378002482,0.4415189163947826,0.01052988044497611,0.03191190257213691,0.010373581852994107,0.01991319556440438,0.7111002757775491,0.008504002443569731,7.112859969762257e-06,0.008766350495242605,0.031183884199013082,0.8405046250024992
6,methanal,C=O,5.472755757670413,37.48818154976216,28.12292584707947,-9.531899209604118,1.0691054492629517,0.06440322793394815,5.08192796255422,5.8609408779476295,2.413933923868975,1.4025172682009701,2.2257396522054775,9.268303338189575,14.383127747712708,-1.1795526999797648,1.710084257475104,0.0778178235854876,6.264443479821031,4.834923420579087,3.536845750964713,4.692127566790366,0.0449319339423924,9.73300467864827e-06,7.502641171,0.6742163549776911,0.00014604648323912427,44.53508729671337,4.0721209226929345,7.168469817941023,15.186673419132434,16.584569864804187,47.113493737893634,6.514161679578274,9.973235419530154,13.865069015256166,16.763792483751104,46.08770149101795,0.005961620598625655,8.719149070243523,14.030566946496029,16.481937465821204,0.009644882611855699,0.11064967685899035,0.10772677145406852,0.1630847631189927,0.13007448014936143,0.020342692387143365,0.22062121796385722,0.4062418755182726,0.20666781189843608,0.13849139417592596,0.021567662176376318,0.0002427470709022898,0.18368823364808917,0.31445742704648766,0.5475061255508109
7,2-(2-hydroxyethylamino)ethanol,OCCNCCO,1.677058090232457,12.684849873695992,6.758030968291959,-3.895636161303711,-2.4268824063046694,0.020149863687056072,6.266589212119819,3.282700713431097,4.92992287103074,2.4150273953556183,0.5878851339915502,4.437078597056374,2.904078109201996,-10.967289745129357,1.384672235134905,0.02620317133918509,4.242484654148011,3.8253647448735646,10.11112141570257,1.871355209333846,0.12009926523798464,1.1637902163921285e-05,5.837721032888889,1.1472643746233744,0.00011117262475804319,91.64137341646683,0.7587980938027846,0.33651197645006914,15.776984905682687,76.10544425045504,93.20446646172113,0.8690337160334263,0.3609018341682963,15.185416335665963,74.30221682288607,92.65973366232416,0.0008321122418469493,0.35071674592459456,17.055996938872504,73.2874261807167,0.008881892526052338,0.040774259489679526,0.004429015566140337,0.4633161986724497,0.5912605162751764,0.01170089537591316,0.025526630510868988,0.007769909271495335,0.4158028068209937,1.1979879299329113,0.015158311675614707,1.8810720693850082e-05,0.008069353811054714,1.0451339531750208,0.4990989361993987
8,chloroethane,CCCl,1.9348876527189196,17.626055814928264,9.51082836456815,-2.7231272652883836,-4.9625194569093605,0.022235103921139542,4.915570399390277,2.8252056707765476,1.9697880756385098,4.206309028475902,0.722475509076176,2.0934617831867777,9.710783877047467,-3.37690606505348,-3.655314365860259,0.022872137948723264,3.8504435352978637,2.5833211068626425,2.417930224169173,6.479069264003646,0.07269470661724409,5.871377913819356e-06,8.00099723,0.9306082340483722,7.516300547960296e-05,69.32498435118538,1.4313371102444592,1.3778364757587267,6.515159400495292,26.622316022820108,70.69281081908377,1.737609051508613,1.522653430080934,6.342446510287326,25.36364043142987,70.18573606514823,0.0017019787762694617,1.3878794556671539,6.564110350841703,26.325936157751357,0.00559888771688359,0.04055348839333902,0.010476639057541086,0.060987412336471966,0.1183122686877238,0.010385746710727535,0.053154787312000296,0.029502509994027065,0.07709970435815651,0.7497400926557678,0.008762746217123208,2.8730952902092625e-05,0.018396280711667448,0.09373813844640283,1.0340251822371367
9,(2-hydroxyethoxy)ethan-2-ol,OCCOCCO,1.5069376197612856,6.787575226337565,3.4682962229653573,3.433738548144559,-2.5524936020750477,0.01710276957997484,5.1598455023926455,2.156908540057487,1.6289134092069417,1.1342801937971314,0.5265211387401324,5.0144574194653995,-0.6957585989610666,6.64256957104914,-0.8108195249891902,0.017574725883062657,6.822019897805719,3.70422116083029,3.65209573917755,1.2532841080514134,0.1084799891968574,7.436584102757689e-06,6.238999657647059,1.150571246283275,7.887463764098693e-05,92.2338376166202,0.8346967471237848,0.39341598773983055,10.681848155291569,72.91407753090488,93.64500949370995,0.8954779892815662,0.4075510659674341,11.061677230423966,71.09927313306162,93.15453119527257,0.0008527187696687381,0.4104065045132808,10.37266569524497,71.68047239887619,0.006322454239639673,0.043317537786430535,0.0010563532276446697,0.1495163824045285,0.5915230486894197,0.0104051744623858,0.01136923237858849,0.006170780906154922,0.07110392886153588,0.38761207132737413,0.009016465314406147,4.244225703905916e-05,0.0097423964707116,0.28119968899486747,0.567350476289029
10,1-butoxybutane,CCCCOCCCC,2.3617506536378854,9.808188848498872,13.639821796688148,0.266948116386078,-2.542815797237715,0.010688655702785906,8.141302361757855,2.1851108916472266,1.2367136806308465,3.612314609148105,0.952576237821564,6.29902910373171,4.426459308602863,1.1663628889567381,-0.20109245783291646,0.018506431507689623,6.260893561085601,2.966580591891478,0.7231584894102611,4.491259977464386,0.11469362459691841,1.0429832841992084e-05,4.8198431554074075,0.8292079222234857,7.540523765327839e-05,157.05388207318177,1.0014175239562622,0.7333623677568661,1.936226488181395,56.807603808715044,160.85282471221757,1.110319785322988,0.8491904289849441,1.9414090430531745,55.398911534712624,159.3350370111254,0.0010445248603724166,0.8131946966385234,1.9190262332393266,55.51053904202854,0.014282983973903561,0.02056664488431744,0.008587124779781394,0.019074691026119313,0.38418544899344326,0.006767413712890179,0.062242176634010334,0.011631363653568559,0.010310685596702215,1.388728706213101,0.020498084678705213,2.1890378646112046e-05,0.015801014761321126,0.006737815692423431,1.4598150022516239
11,2-methylpropan-2-ol,CC(C)(C)O,2.9244407839425572,8.098691003684005,10.528509102206593,-14.906817633511173,-4.427665152805767,0.026195713943193897,12.433023062493874,5.060563107874122,4.677686459176153,2.5770684407375692,1.1948047615083373,3.382920600206144,1.6786474748419469,-8.357068387034586,-1.3638868757978042,0.023270758141341493,10.110948466963826,4.63747324055321,8.280971629616042,4.291894465653094,0.11262899592608222,2.147176216610805e-05,4.938210996,0.8342786192259276,0.00015904813804825733,88.84658718537277,1.194902204720346,0.8112430485218112,7.12213618387208,48.94411566139919,91.52312683322302,1.300201507214925,0.9067056336956809,6.198184172663916,46.86891695776285,90.44251535335324,0.0012576560032028466,0.8917365211019594,6.763406695500139,47.51699501656731,0.01693396942521287,0.05106536054349568,0.019097155081509287,0.27302121316196415,0.12519505669699588,0.012000996824439603,0.10845381246765257,0.029501506926531213,0.06899189249347637,0.8494743930849705,0.012441588012678313,5.253671668075753e-05,0.021186255338036905,0.35964293485784393,1.2893379704626882
12,(E)-hex-2-ene,CCC/C=C/C,2.635401757687162,1.7021488002156837,10.065780986256435,-0.10811943670281464,-0.9752835983284949,0.022716659099293886,5.178271468735656,5.243182278279971,0.06482445228030663,2.1783457341249255,1.059017047653489,-2.037056119263565,2.0498713262770427,-0.06833544959769781,1.2134333197338822,0.01810961717414158,3.7632315260167646,3.95080674999419,0.04153976362089771,5.082456380704846,0.10567283640427866,4.77274636611402e-06,4.671883354666666,0.7405367481563447,3.344657145584086e-05,113.64902649946558,1.165905489259781,0.9034016490708404,1.0389795878794903,41.12801054175863,116.72520459297272,1.1860945839906003,1.004513809068364,1.037857462237541,40.73077002225864,115.50201852639431,0.0012107584123182272,0.9843361838808214,1.0385671717837535,40.24245466863067,0.005133047023024416,0.03064727299582906,0.004531021590246072,0.0004941745124335005,0.3006299999149766,0.018395021437195697,0.037636833497779444,0.03710417553544372,0.0003228248490769417,0.5902739074717589,0.007364063024694742,1.6967547162118554e-05,0.009957169604154147,0.00020205397864577322,1.4030303838215368
13,methanoic_acid,OC=O,1.233332406146875,13.392697266603822,4.164736993656089,-33.09189309769309,-31.88839515771601,0.10357049372491302,4.835771466354213,2.4694449126133766,19.31259761913674,17.206919698105885,0.4985076930292872,4.332390648571134,6.279938286931244,-31.831735421183676,-23.809323976590427,0.10788135830684009,3.8865155214844616,2.417762606775623,26.625978682203836,12.231698778485146,0.05191334967780668,3.180366112070424e-05,9.201095860799999,1.1941492671018252,0.0007315713367399943,38.542695713458954,1.0662692739642126,0.6203107576770825,671.3533404258943,47.87950376238562,39.02399124363867,1.2311540023899787,0.6472677574182902,504.4284252032561,36.30304524149369,38.83041861958456,0.0011800304725470602,0.6090215781559988,739.9754538565884,47.64762190893225,0.02361965188815012,0.023563811905300814,0.0033712065464929658,77.49985113377544,0.06398243431234177,0.023191307098460293,0.038660428931134624,0.011048092314382736,41.73778268711037,4.416806855582427,0.024844924938410697,1.9936113117912525e-05,0.007837196815784977,90.26867205774502,0.32378403705553066
14,"N,N-dimethylformamide",CN(C)C=O,1.952012959229001,-0.7399154971089518,7.3887139103791,-1.8291969220796382,-1.8046286573405654,0.018460008862097223,5.927521574656186,1.9016470213467005,0.5758345886428071,1.9023890347778707,0.7476551761592694,-3.0577005997066986,5.1947027680640465,-0.26754706153906666,-1.5486397991368717,0.018246727975962683,3.9879517925027534,4.931007638717334,2.9043257835135505,1.8556903646231588,0.09461224979619967,3.3927718819164934e-06,6.087730320333333,0.9873837630159017,3.5407337580887006e-05,74.02868369916357,1.0693302851460402,0.6054350664510508,19.57340556820821,45.87729980165691,75.50250232917116,1.061476257816325,0.6537378887764986,19.221800976379992,45.064060845478025,74.94219314301017,0.0010949567571461108,0.621455141346686,19.27336630157953,45.772918478258816,0.0026547607398751823,0.024025021001761154,0.00519390986078489,0.053062289529135366,0.16577809645109123,0.009675061745242387,0.04111951116661094,0.007986633539625768,0.06868673456442205,0.5947563367516487,0.006935115030220592,7.110310512692075e-06,0.022083531103610877,0.3917528018961725,0.415678973163648
15,bromoethane,CCBr,1.4934703132513456,6.879681460937202,3.6803343230876617,-2.4877362129161487,-0.894294130285064,0.02215487601522099,2.173555043932228,1.5745764523496912,1.3988727882461556,2.700312454702188,0.563475490779057,-5.514878301088468,4.298696544502414,-0.653620779555233,-5.545040188432786,0.04581780915833876,2.956732002467077,2.97036914246366,1.8984524603652146,4.2340360071441365,0.06994954999762187,2.656373397304588e-06,13.4946827825,1.5103151807944495,5.735506615759562e-05,72.14765623564037,1.2161944252559995,0.9879239250393084,6.3158009670926,30.48010203075495,73.24149623895019,1.306046246766028,1.0256720868956588,6.162494363200349,30.209936343274194,72.83111078004251,0.0013822771493356438,0.9833987584475925,6.203038713193638,31.98343041333294,0.00273981584990294,0.01759819070028666,0.005310621071965969,0.0125833812494411,0.09083657449182167,0.011309172065805123,0.015750578597629204,0.010784700233485645,0.060303562437582704,0.5732440389706525,0.022340752356161675,2.493127475845545e-05,0.020147983244235213,0.07088940143528494,0.8085440661339129
16,N-methylacetamide,CNC(C)=O,1.8517564556932038,5.660710811305685,8.701861153482,1.6727368755523648,-19.684978428402466,0.012604308353996414,4.883531299108492,2.947610021289253,7.078571745538565,2.51517221110293,0.6982509680225583,8.84517585366433,3.725290820115369,1.2214137099330107,-14.076882146089032,0.013892456673078405,4.57344640148937,4.799961970650822,5.499987085840593,2.210448353881029,0.09308268030310839,6.938808864021677e-06,6.087730320333333,0.9714210088785038,7.241416647171849e-05,75.24515174207083,0.969968105794854,0.5671934410857304,44.241005047301734,64.68722034904428,76.66479707107862,1.0281698263114492,0.6212541112576716,44.99363008945772,54.04790241721207,76.13319629099027,0.0009446168084598995,0.5989417878182437,44.4507031075406,62.9026317563405,0.005608932631270286,0.026681343781289772,0.007423816949019915,1.5489518738249863,0.08086351734581952,0.0055639350614564214,0.030076984062751295,0.011836843380657306,1.967787689930256,0.9595372662869373,0.006421775929778457,2.555893548322483e-05,0.019353542539834307,1.0610546083596581,0.5032885060407433
17,prop-2-enenitrile,C=CC#N,1.5621316463927808,6.500887679157065,9.046759342659138,-3.501361545090123,2.229663349060129,0.01080983876307124,4.770060765932602,2.4056399343425845,2.575058255432539,1.379654231897886,0.5564614297657451,-4.74438318179454,5.1707248438673,-3.1488319114167482,0.8255582131178733,0.017858477889747468,4.236851893260167,3.8997944171716017,2.2798148527363353,2.166392403890298,0.046480058181185446,4.341091205268422e-06,7.575221299428571,0.8215590290431888,7.67310286421266e-05,64.58886034081455,1.351549404594304,1.1060843479975997,22.70428746156999,33.85406111376409,65.61383481893299,1.4455211082180668,1.2161021861383532,21.93622105316839,34.626106724609144,65.25073962030909,0.0015175179758447543,1.156312450963645,22.649412997378413,34.34258866330197,0.006032352040731352,0.012689322749646048,0.008500590621181952,0.33167663273896064,0.15455059337060137,0.0026379753482139645,0.0479238554043183,0.01979390455004002,0.32331815637460654,0.3196334110294796,0.008072917380228055,2.6964826130488926e-05,0.030474398972964757,0.2697875150281988,0.47986483523220436
18,pentan-3-ol,CCC(O)CC,2.5245619326932225,13.171099957037647,9.916017642463004,6.634738842878489,-3.9600911926840134,0.020181967056055544,4.419010177876784,4.138720310413594,6.517210227394153,3.919780210454484,1.0145614741483064,6.465777121823218,1.6718588642097272,-3.9963319516144042,0.8580647143662752,0.01864792468267368,5.188554390292368,4.876645812600801,11.270929825689095,6.229778373622176,0.11735386479321873,1.1929117600247737e-05,4.893823055777777,0.8614635738145228,8.756848612076528e-05,102.32549049344996,0.9829509656047516,0.6207118559570453,7.314481051961833,58.449473550681134,104.97566620095026,1.1320550705103878,0.6890368739400125,7.834264009236282,56.22299180398795,103.9213205195329,0.0010633041913694354,0.6777065764679999,8.160379877660334,55.74466649069018,0.01040256782231574,0.008677732152846444,0.006067759671033796,0.22954834005469346,0.4243897724378676,0.013050665110877484,0.034837196356914985,0.019703035399569628,0.32248632147961487,1.5291673885400294,0.010317253191028084,3.343979176207285e-05,0.01924678237806957,0.5812407766329634,2.22818627836632
19,2-aminoethanol,NCCO,1.9559371682844664,3.635854756322804,10.735433858683596,-10.311488039134193,-5.1280650178628715,0.01915812487923422,7.647192265951317,4.010304131924816,2.2569369365706424,1.75925705947415,0.7398477886967559,-4.84268558536612,5.3182456910672435,-0.8005376417004962,-3.84138844304215,0.01632092444229513,5.517157866867855,3.9455203255440265,2.0024547616407506,1.3557201308238493,0.11894537614513276,1.0791536334633281e-05,5.550251258545455,1.0374205657320772,9.41218741931873e-05,58.88038422039618,0.9735700051211306,0.4611557492013227,36.630166382577826,44.11123417924131,60.055022731421744,1.0103031606405601,0.5166168045574303,33.20612116988475,41.95952258014654,59.613970091942164,0.001061718867178527,0.4905292536611708,33.474093891706026,43.63574088764017,0.00534217121622517,0.026521261767566154,0.001676561996729772,0.4350062346233635,0.4104574201287814,0.007205408031766556,0.05131132067341138,0.014601724725538324,0.43152735076065785,0.4338365539829877,0.0046985200422086666,1.539639949012182e-05,0.010056473898843508,0.3577192313532524,0.2601733749633207
20,diethyl_propanedioate,CCOC(=O)CC(=O)OCC,1.6220841144465672,10.086755045884487,5.459774335844711,-1.5819120219473404,-1.5317213620968986,0.04023679524119248,6.760465869087577,3.0904976775377038,5.041207015777947,1.2003802315359229,0.5259751904742729,1.0139375068639416,-3.7825830311677944,10.825247865457225,1.3060528917760372,0.034214342552467074,3.820931216077721,5.137290780027621,3.7587372382930058,3.4549701930078487,0.07823892758816267,1.714502193668814e-05,6.9597199506086955,1.0436652983949992,0.00022870538985058503,153.46864873286944,1.0088481651347594,0.784037595517929,11.400279720321215,53.08318136972713,155.9990851111392,1.1220239750546144,0.8293163994585164,11.222745756014241,52.28236127349237,155.18286175842192,0.0011107615471165771,0.8619192092084094,10.126524390578172,51.60832919760969,0.03362997238980353,0.05145935579503206,0.01113949306328663,0.47752417383790613,0.41572873421691636,0.03747650191993881,0.03940666999644712,0.016321899439859493,0.21454268836231818,0.33244189298165083,0.026872869494721553,1.1939483557707697e-05,0.027827415130947497,0.25682188063708644,1.2554574020824791
21,pentanenitrile,CCCCC#N,1.919907125932639,7.019712818325987,5.174151024092945,2.9041652998702063,-2.9087330618362355,0.021615226426273434,4.626887061302065,2.891151484429007,2.4523972295699186,3.0105965870733375,0.7103383734526548,8.349965531486694,-3.203710357680008,-0.4740551692266776,-1.5046276935150513,0.020577548652100743,5.964795106616744,3.9659812876389777,3.06182575963797,5.3726994384845455,0.09304684838618897,5.385904535970873e-06,5.538233285866666,0.8588585881289681,4.971399295935692e-05,96.7949811350871,1.0108935561866454,0.6375894204884553,14.901012495906265,51.63260804322098,98.68973233882403,1.0872127703923546,0.6723793431582683,15.346706212399805,50.173203485262775,97.99364586867354,0.001003426964705779,0.6946333848568298,15.419804593158325,50.939655651171506,0.0056030567090697555,0.02448500247329741,0.004914478099273829,0.213750915060806,0.2489125468615914,0.014554387104070598,0.031072398001780528,0.013299290839759035,0.21904229087251495,1.0534921255572665,0.010014533013352379,4.0249412509221165e-05,0.01634361998537374,0.29395282518115534,1.754524507541656
22,"pentane-1,5-diol",OCCCCCO,1.7056565157445644,4.312778678459035,4.694272126946406,-10.142429232860515,-4.000337479785972,0.016457279364402964,12.68705917237093,4.871020372195852,4.510552238640135,2.4270014407578357,0.6527962181961162,-12.552349866811564,-6.916486458012556,-10.399397924928516,-1.249648949199175,0.01689470515653922,13.716710829455934,4.176996437461528,6.461884947705604,3.3475654210653185,0.11936627471867635,1.4578526314029228e-05,5.478091032842105,1.0353405886702347,0.0001264489492654823,100.59403234108608,0.6657864049349602,0.3632834636654913,14.765523436985681,83.35499506969407,102.33959429944105,0.695794480955504,0.38117694683511755,13.405845086064664,80.14877363825417,101.67585814266727,0.0007956697291416795,0.40949995582534493,14.961780139415396,81.16302654663241,0.012286203876024481,0.059829237543951336,0.003688577246439421,0.4299081301514974,0.27582854460722295,0.008145940685155869,0.04589710968708319,0.012867314479271813,0.3006776137028668,1.361574073393324,0.01078394192420749,5.917039479364392e-05,0.0066307714942593745,0.5744637414820897,1.6347446506333632
23,butan-1-ol,CCCCO,2.388880880804191,8.250107668950392,7.232051529240279,-10.472590076569007,-2.667320367418275,0.028142915561655248,6.721398267893758,1.671463821648248,1.7665227971108173,2.155093505235175,0.9214912083597572,1.3881370848206331,1.5819973353252483,-2.884208143474799,-0.08012771297972525,0.02360869190053621,5.320362125997923,1.7184891914526506,3.710298226795344,3.4801978050352953,0.11548576012138956,1.8207876199281644e-06,4.938210996,0.8554395757692962,1.3487150169164894e-05,86.648785203347,1.0085616042795065,0.6726103776533714,8.803087598894944,51.58682466639188,88.76937994895604,1.0992509949117328,0.725046084063589,7.968571745075849,50.246587211760016,87.95884690772672,0.001084200801512022,0.7137545067854788,8.205227587340566,50.28688093938558,0.0013661396901054929,0.018611397327812404,0.007433760019592906,0.11848061877913342,0.16778413720774515,0.017638715346007836,0.05055993785116873,0.006767811196573285,0.05374750654615718,0.7564510207170823,0.008002615214153332,2.0785650913218912e-05,0.007397442437716682,0.20557811914578755,1.1148241525856621
24,"1,1,2-trichloroethane",ClCC(Cl)Cl,0.501403877703666,11.812688852148723,-1.8021020800023047,-1.718810383848251,-2.2686798615926334,0.025944926811506102,5.051760647119433,4.883033781003112,3.624675907406173,2.5554780038324925,0.1417895463327269,5.614182445289491,-4.735728767920728,-0.4204231070646116,-1.8274428461134369,0.032041579613152675,4.44423935353811,4.975123229188332,3.1134598413716437,3.724688966573826,0.031665621726771766,3.276640689534028e-06,16.491254142,1.3925488412283469,0.0001440957715816634,95.79838087988401,1.1183002362564431,0.9901033222403027,4.719477361509247,35.23552106669849,96.2811382405192,1.2680965341845454,0.9725765008881831,4.639729213996632,34.45387298866592,96.14481494358824,0.0012006877341889644,1.0209247268777488,4.65931806376835,35.09521804006704,0.009914319090905847,0.02828047525443354,0.01176279565820721,0.03900925390208662,0.1832527426418086,0.016212806922678655,0.040645124432402584,0.0325350151996381,0.11567445304527502,0.6089459177096895,0.018558922938173395,2.7605370382246392e-05,0.02532550972542415,0.06118409688448077,0.7987624013010334
25,"pentane-2,4-dione",CC(=O)CC(C)=O,1.772432853593945,-2.4725404321836106,5.609456070821904,-7.858133595591753,1.6281311418643978,0.015764714828487847,3.9410704461239567,5.098745091610866,4.463087904343291,0.9898934527090122,0.6507214284936915,-0.2088888249423301,-2.6366917716409666,-7.919434058889782,3.0333344153056725,0.012876973061644113,7.509296201613515,3.634681953413346,5.802892791654982,2.6248478469763725,0.0812026935729406,7.497006080223294e-06,6.6701619664,1.0155658466989914,9.376170903407806e-05,98.58279784195788,0.9892669925349901,0.5408496576449934,30.38818654226846,54.204669151662344,100.36164053113762,0.9653971574850216,0.5729913560523571,28.174218790218756,55.10179869595868,99.7127880523326,0.0009674179855473122,0.5885085115518515,30.59735624153035,53.47958406728344,0.009102235491576403,0.023076616291507188,0.005497670784578366,0.42662810813198565,0.11460694806066933,0.009150856139847598,0.021389747830587186,0.020289324543176394,0.8364042654786741,0.37708087033588716,0.006452896815533925,4.897926024799e-05,0.0033228606074489505,0.9933253160545675,0.9873461189442558
